,REGION,DISTRICT,WARD,MTAA/VILLAGE,KITONGOJI,POSTCODE
0,KAGERA,MISSENYI,Bwanjai,Buhekela,Kihanga,35302
1,KAGERA,MISSENYI,Bwanjai,Buhekela,Nyalugemu,35302
2,KAGERA,MISSENYI,Bwanjai,Kantare,Kantare,35302
3,KAGERA,MISSENYI,Bwanjai,Kantare,Rugaze,35302
4,KAGERA,MISSENYI,Bwanjai,Rwamashonga,Kakukuru,35302
5,KAGERA,MISSENYI,Bwanjai,Rwamashonga,Kakungiri,35302
6,KAGERA,MISSENYI,Bwanjai,Rwamashonga,Kahyoro,35302
7,KAGERA,MISSENYI,Bwanjai,Rwamashonga,Mugana,35302
8,KAGERA,MISSENYI,Bwanjai,Nyabihokwe,Rukomola,35302
9,KAGERA,MISSENYI,Bwanjai,Nyabihokwe,Butulage,35302
10,KAGERA,MISSENYI,Bwanjai,Nyabihokwe,Kasharu,35302
11,KAGERA,MISSENYI,Ishunju,Ishunju,Butanga,35303
12,KAGERA,MISSENYI,Ishunju,Ishunju,Mwemage,35303
13,KAGERA,MISSENYI,Ishunju,Ishunju,Bwendangwelo,35303
14,KAGERA,MISSENYI,Ishunju,Ishunju,Kasharu,35303
15,KAGERA,MISSENYI,Ishunju,Kyelima,Kishao,35303
16,KAGERA,MISSENYI,Ishunju,Kyelima,Izinga,35303
17,KAGERA,MISSENYI,Ishunju,Kyelima,Nyakijoga,35303
18,KAGERA,MISSENYI,Ishunju,Kyelima,Kambuzi,35303
19,KAGERA,MISSENYI,Buyango,Kikono,Kashenye,35304
20,KAGERA,MISSENYI,Buyango,Kikono,Luganjo,35304
21,KAGERA,MISSENYI,Buyango,Kikono,Bikonge,35304
22,KAGERA,MISSENYI,Buyango,Kikono,Mweyanjale,35304
23,KAGERA,MISSENYI,Buyango,Kikono,Bukeile,35304
24,KAGERA,MISSENYI,Buyango,Kikono,Katoke,35304
25,KAGERA,MISSENYI,Buyango,Kikono,Kafunjo,35304
26,KAGERA,MISSENYI,Buyango,Rutunga,Rutunga,35304
27,KAGERA,MISSENYI,Buyango,Rutunga,Ndahiya,35304
28,KAGERA,MISSENYI,Buyango,Rutunga,Bwikalage,35304
29,KAGERA,MISSENYI,Buyango,Rutunga,"Kasherero ""A""",35304
30,KAGERA,MISSENYI,Buyango,Rutunga,Butainamwa,35304
31,KAGERA,MISSENYI,Buyango,Rwamachu,Rwamachu,35304
32,KAGERA,MISSENYI,Buyango,Rwamachu,Rwaihorogo,35304
33,KAGERA,MISSENYI,Buyango,Rwamachu,Nyakihanga,35304
34,KAGERA,MISSENYI,Buyango,Rwamachu,Nyabutaizi,35304
35,KAGERA,MISSENYI,Buyango,Rwamachu,"Kasherero ""B""",35304
36,KAGERA,MISSENYI,Buyango,Rushasha,Bweigilo,35304
37,KAGERA,MISSENYI,Buyango,Rushasha,Ruhami,35304
38,KAGERA,MISSENYI,Buyango,Rushasha,Kaongwa,35304
39,KAGERA,MISSENYI,Buyango,Rushasha,Mitaro,35304
40,KAGERA,MISSENYI,Buyango,Kishoju,Kigelela,35304
0,KAGERA,MISSENYI,Buyango,Kishoju,Kabashana,35304
1,KAGERA,MISSENYI,Buyango,Kishoju,Katale,35304
2,KAGERA,MISSENYI,Buyango,Kishoju,Katongo,35304
3,KAGERA,MISSENYI,Buyango,Kishoju,Bulaukya,35304
4,KAGERA,MISSENYI,Ruzinga,Ruhija,Kaaro,35305
5,KAGERA,MISSENYI,Ruzinga,Ruhija,Katano,35305
6,KAGERA,MISSENYI,Ruzinga,Ruhija,Busimba,35305
7,KAGERA,MISSENYI,Ruzinga,Ruhija,Busheza,35305
8,KAGERA,MISSENYI,Ruzinga,Mugongo,Katunga,35305
9,KAGERA,MISSENYI,Ruzinga,Mugongo,Mugongo,35305
10,KAGERA,MISSENYI,Ruzinga,Mugongo,Kaina,35305
11,KAGERA,MISSENYI,Ruzinga,Mugongo,Urundu,35305
12,KAGERA,MISSENYI,Ruzinga,Mugongo,Kalegeya,35305
13,KAGERA,MISSENYI,Bugandika,Rukurungo,Kyaka-Bushesha,35306
14,KAGERA,MISSENYI,Bugandika,Rukurungo,Kiboju,35306
15,KAGERA,MISSENYI,Bugandika,Rukurungo,Bulemu,35306
16,KAGERA,MISSENYI,Bugandika,Rukurungo,Nyarubanja,35306
17,KAGERA,MISSENYI,Bugandika,Katendaguro,Kabaula,35306
18,KAGERA,MISSENYI,Bugandika,Katendaguro,Nyakashansha,35306
19,KAGERA,MISSENYI,Bugandika,Katendaguro,Nyakabanga,35306
20,KAGERA,MISSENYI,Bugandika,Katendaguro,Karongo,35306
21,KAGERA,MISSENYI,Bugandika,Katendaguro,Kihurugutu,35306
22,KAGERA,MISSENYI,Bugandika,Bwoki,Kamugabi,35306
23,KAGERA,MISSENYI,Bugandika,Bwoki,Kigoma,35306
24,KAGERA,MISSENYI,Bugandika,Bwoki,Kyaigamba,35306
25,KAGERA,MISSENYI,Bugandika,Butulate,Ishozi,35306
26,KAGERA,MISSENYI,Bugandika,Butulate,Rugando,35306
27,KAGERA,MISSENYI,Bugandika,Butulate,Rugaze,35306
28,KAGERA,MISSENYI,Bugandika,Butulate,Mwoga,35306
29,KAGERA,MISSENYI,Bugandika,Butulate,Kyabajwa,35306
30,KAGERA,MISSENYI,Bugandika,Butulate,Bweitanumi,35306
31,KAGERA,MISSENYI,Bugandika,Igurugati,Kiyaiko,35306
32,KAGERA,MISSENYI,Bugandika,Igurugati,Kanoni,35306
33,KAGERA,MISSENYI,Bugandika,Igurugati,Kataiganilo,35306
34,KAGERA,MISSENYI,Bugandika,Igurugati,Kyango.,35306
35,KAGERA,MISSENYI,Bugandika,Kijumo,Nshaka,35306
36,KAGERA,MISSENYI,Bugandika,Kijumo,Kanani,35306
37,KAGERA,MISSENYI,Bugandika,Kijumo,Kishenye,35306
38,KAGERA,MISSENYI,Bugandika,Kijumo,Kanoni,35306
39,KAGERA,MISSENYI,Bugandika,Bwemera,Rukala,35306
40,KAGERA,MISSENYI,Bugandika,Bwemera,Mutukula,35306
0,KAGERA,MISSENYI,Bugandika,Bwemera,Rukilo,35306
1,KAGERA,MISSENYI,Bugandika,Bwemera,Nyamuganga,35306
2,KAGERA,MISSENYI,Kitobo,Kijunja,"Kijunja ""A""",35307
3,KAGERA,MISSENYI,Kitobo,Kijunja,"Kijunja ""B""",35307
4,KAGERA,MISSENYI,Kitobo,Kijunja,Nkaka,35307
5,KAGERA,MISSENYI,Kitobo,Kijunja,Kayanga,35307
6,KAGERA,MISSENYI,Kitobo,Kashasha,Nyarubanja,35307
7,KAGERA,MISSENYI,Kitobo,Kashasha,Bwagya,35307
8,KAGERA,MISSENYI,Kitobo,Kashasha,Kyaiga,35307
9,KAGERA,MISSENYI,Kitobo,Kyazi,Lubaya,35307
10,KAGERA,MISSENYI,Kitobo,Kyazi,Lubumba,35307
11,KAGERA,MISSENYI,Kitobo,Kyazi,Bwatangabo,35307
12,KAGERA,MISSENYI,Kitobo,Kitobo,Kanoni,35307
13,KAGERA,MISSENYI,Kitobo,Kitobo,Musibuka,35307
14,KAGERA,MISSENYI,Kitobo,Kitobo,Kitobo,35307
15,KAGERA,MISSENYI,Kitobo,Mbale,Mbale,35307
16,KAGERA,MISSENYI,Kitobo,Mbale,Kamango,35307
17,KAGERA,MISSENYI,Kitobo,Mbale,Katongo,35307
18,KAGERA,MISSENYI,Kitobo,Mbale,Bubuga,35307
19,KAGERA,MISSENYI,Kitobo,Mbale,Bubuga,35307
20,KAGERA,MISSENYI,Gera,Kataare,Kataare,35308
21,KAGERA,MISSENYI,Gera,Kataare,Kasharazi,35308
22,KAGERA,MISSENYI,Gera,Kataare,Kihilila,35308
23,KAGERA,MISSENYI,Gera,Kataare,Mutuza,35308
24,KAGERA,MISSENYI,Gera,Kashaka,Kashwa,35308
25,KAGERA,MISSENYI,Gera,Kashaka,Katelela,35308
26,KAGERA,MISSENYI,Gera,Kashaka,Kyendanzigo,35308
27,KAGERA,MISSENYI,Gera,Kashaka,Nyamugaba,35308
28,KAGERA,MISSENYI,Gera,Kashambya,Kwakwanzi,35308
29,KAGERA,MISSENYI,Gera,Kashambya,Kashambya,35308
30,KAGERA,MISSENYI,Gera,Kashambya,Omukigando,35308
31,KAGERA,MISSENYI,Gera,Kashekya,Kashekya Kati,35308
32,KAGERA,MISSENYI,Gera,Kashekya,Nyakashoju,35308
33,KAGERA,MISSENYI,Gera,Kashekya,Omunjoki,35308
34,KAGERA,MISSENYI,Gera,Kashekya,Nyantai,35308
35,KAGERA,MISSENYI,Kanyigo,Kikukwe,Nyungwe,35309
36,KAGERA,MISSENYI,Kanyigo,Kikukwe,Kabato,35309
37,KAGERA,MISSENYI,Kanyigo,Kikukwe,Kalumyo,35309
38,KAGERA,MISSENYI,Kanyigo,Kikukwe,Rutalo,35309
39,KAGERA,MISSENYI,Kanyigo,Kikukwe,Mwemage,35309
40,KAGERA,MISSENYI,Kanyigo,Kikukwe,Kataale,35309
0,KAGERA,MISSENYI,Kanyigo,Kigarama,Kigarama,35309
1,KAGERA,MISSENYI,Kanyigo,Kigarama,Bukuma,35309
2,KAGERA,MISSENYI,Kanyigo,Kigarama,Mugunga,35309
3,KAGERA,MISSENYI,Kanyigo,Bweyunge,Busaizi,35309
4,KAGERA,MISSENYI,Kanyigo,Bweyunge,Bukoko,35309
5,KAGERA,MISSENYI,Kanyigo,Bweyunge,Byazi,35309
6,KAGERA,MISSENYI,Kanyigo,Bweyunge,Kishenge,35309
7,KAGERA,MISSENYI,Kanyigo,Bugombe,Kishaba,35309
8,KAGERA,MISSENYI,Kanyigo,Bugombe,Kangoi,35309
9,KAGERA,MISSENYI,Kanyigo,Bugombe,Bwere,35309
10,KAGERA,MISSENYI,Kanyigo,Bugombe,Lwagati,35309
11,KAGERA,MISSENYI,Kashenye,Bukwali,Bwagati,35310
12,KAGERA,MISSENYI,Kashenye,Bukwali,Mitaga,35310
13,KAGERA,MISSENYI,Kashenye,Bukwali,Lushasha,35310
14,KAGERA,MISSENYI,Kashenye,Bukwali,Bushunguru,35310
15,KAGERA,MISSENYI,Kashenye,Kashenye,Kalengo,35310
16,KAGERA,MISSENYI,Kashenye,Kashenye,Nyarwiga,35310
17,KAGERA,MISSENYI,Kashenye,Kashenye,Nyakalalo,35310
18,KAGERA,MISSENYI,Kashenye,Kashenye,Kalamila,35310
19,KAGERA,MISSENYI,Kashenye,Kashenye,Ruhanga,35310
20,KAGERA,MISSENYI,Kashenye,Bushago,Kihororo,35310
21,KAGERA,MISSENYI,Kashenye,Bushago,Karogosho,35310
22,KAGERA,MISSENYI,Kashenye,Bushago,Kaishebo,35310
23,KAGERA,MISSENYI,Bugorora,Bugorora,"Bugorora ""A""",35311
24,KAGERA,MISSENYI,Bugorora,Bugorora,"Bugorora ""B""",35311
25,KAGERA,MISSENYI,Bugorora,Bugorora,Kanoni,35311
26,KAGERA,MISSENYI,Bugorora,Bugorora,Nkenge,35311
27,KAGERA,MISSENYI,Bugorora,Bugorora,Ibarayange,35311
28,KAGERA,MISSENYI,Bugorora,Bugorora,Kagarama,35311
29,KAGERA,MISSENYI,Bugorora,Kabingo,Kabingo,35311
30,KAGERA,MISSENYI,Bugorora,Kabingo,Igoma,35311
31,KAGERA,MISSENYI,Bugorora,Kabingo,Kalambi,35311
32,KAGERA,MISSENYI,Bugorora,Kabingo,Ngorogoro,35311
33,KAGERA,MISSENYI,Bugorora,Kabingo,Kyabugombe,35311
34,KAGERA,MISSENYI,Bugorora,Buchurago,Nyakeru,35311
35,KAGERA,MISSENYI,Bugorora,Buchurago,Ihorohoro,35311
36,KAGERA,MISSENYI,Bugorora,Buchurago,Kibale,35311
37,KAGERA,MISSENYI,Bugorora,Buchurago,Kamuisi,35311
38,KAGERA,MISSENYI,Bugorora,Buchurago,Butaunwa,35311
39,KAGERA,MISSENYI,Kyaka,Bulifani,Kanyabasa,35312
40,KAGERA,MISSENYI,Kyaka,Bulifani,Byawamala,35312
0,KAGERA,MISSENYI,Kyaka,Bulifani,Nyakashanga,35312
1,KAGERA,MISSENYI,Kyaka,Bulifani,Bulifani,35312
2,KAGERA,MISSENYI,Kyaka,Bulifani,Kashasha,35312
3,KAGERA,MISSENYI,Kyaka,Kyaka,Mwisa,35312
4,KAGERA,MISSENYI,Kyaka,Kyaka,Bwengabo,35312
5,KAGERA,MISSENYI,Kyaka,Kyaka,Kituntu,35312
6,KAGERA,MISSENYI,Kyaka,Kyaka,Rubale,35312
7,KAGERA,MISSENYI,Kyaka,Kashaba,Nfundize,35312
8,KAGERA,MISSENYI,Kyaka,Kashaba,"Kashaba ""A""",35312
9,KAGERA,MISSENYI,Kyaka,Kashaba,"Kashaba ""B""",35312
10,KAGERA,MISSENYI,Kyaka,Kashaba,Bwoga,35312
11,KAGERA,MISSENYI,Kyaka,Kashaba,Nyamishele,35312
12,KAGERA,MISSENYI,Kilimilile,Kenyana,Kigarama,35313
13,KAGERA,MISSENYI,Kilimilile,Kenyana,Butulage,35313
14,KAGERA,MISSENYI,Kilimilile,Kenyana,Kenyana,35313
15,KAGERA,MISSENYI,Kilimilile,Kenyana,Mweyanjale,35313
16,KAGERA,MISSENYI,Kilimilile,Kenyana,Bweyendezi,35313
17,KAGERA,MISSENYI,Kilimilile,Kilimilile,Kyamara,35313
18,KAGERA,MISSENYI,Kilimilile,Kilimilile,Kilimilile,35313
19,KAGERA,MISSENYI,Kilimilile,Kilimilile,Bubarebwera,35313
20,KAGERA,MISSENYI,Kilimilile,Kilimilile,Kabalenge,35313
21,KAGERA,MISSENYI,Kilimilile,Mwemage,Kayamitwe,35313
22,KAGERA,MISSENYI,Kilimilile,Mwemage,Kikulaijo,35313
23,KAGERA,MISSENYI,Kilimilile,Mwemage,Kolumuli,35313
24,KAGERA,MISSENYI,Kilimilile,Mwemage,Kemitoma,35313
25,KAGERA,MISSENYI,Kilimilile,Mwemage,Kashwakela,35313
26,KAGERA,MISSENYI,Kilimilile,Mwemage,Nyakashanga,35313
27,KAGERA,MISSENYI,Kilimilile,Mwemage,"Kibeo ""A""",35313
28,KAGERA,MISSENYI,Kilimilile,Mwemage,"Kibeo ""B""",35313
29,KAGERA,MISSENYI,Kilimilile,Mwemage,Kabalenge,35313
30,KAGERA,MISSENYI,Kassambya,Kassambya,Kassambya,35314
31,KAGERA,MISSENYI,Kassambya,Kassambya,Katunga,35314
32,KAGERA,MISSENYI,Kassambya,Kassambya,Nyakalembe,35314
33,KAGERA,MISSENYI,Kassambya,Kassambya,"Kashozi ""A""",35314
34,KAGERA,MISSENYI,Kassambya,Kassambya,"Kashozi ""B""",35314
35,KAGERA,MISSENYI,Kassambya,Kassambya,"Kashozi ""C""",35314
36,KAGERA,MISSENYI,Kassambya,Bunazi,"Bunazi ""A""",35314
37,KAGERA,MISSENYI,Kassambya,Bunazi,Omukitwe,35314
38,KAGERA,MISSENYI,Kassambya,Bunazi,Kabwera,35314
39,KAGERA,MISSENYI,Kassambya,Bunazi,Bunazi 'B',35314
40,KAGERA,MISSENYI,Kassambya,Omudongo,Omudongo,35314
0,KAGERA,MISSENYI,Kassambya,Omudongo,Omukitwe,35314
1,KAGERA,MISSENYI,Kassambya,Omudongo,Kagalama,35314
2,KAGERA,MISSENYI,Kassambya,Kakindo,Lwakalisa,35314
3,KAGERA,MISSENYI,Kassambya,Kakindo,Omururinga,35314
4,KAGERA,MISSENYI,Kassambya,Kakindo,Kabale,35314
5,KAGERA,MISSENYI,Kassambya,Kakindo,Kakindo Kati,35314
6,KAGERA,MISSENYI,Kassambya,Kakindo,Mubembe,35314
7,KAGERA,MISSENYI,Kassambya,Gabulanga,Gabulanda,35314
8,KAGERA,MISSENYI,Kassambya,Gabulanga,Kigogo,35314
9,KAGERA,MISSENYI,Kassambya,Gabulanga,Lwakalisa,35314
10,KAGERA,MISSENYI,Kassambya,Gabulanga,Kaiyemba,35314
11,KAGERA,MISSENYI,Kassambya,Gabulanga,Rusheya,35314
12,KAGERA,MISSENYI,Kassambya,Nyabihanga,Kakinga,35314
13,KAGERA,MISSENYI,Kassambya,Nyabihanga,Nyabihanga,35314
14,KAGERA,MISSENYI,Kassambya,Nyabihanga,Kyalweibuga,35314
15,KAGERA,MISSENYI,Kassambya,Nyabihanga,Kagasha,35314
16,KAGERA,MISSENYI,Kassambya,Nyabihanga,Kitobo,35314
17,KAGERA,MISSENYI,Kassambya,Mabuye,Mabuye,35314
18,KAGERA,MISSENYI,Kassambya,Mabuye,Itara,35314
19,KAGERA,MISSENYI,Kassambya,Mabuye,Ruhama,35314
20,KAGERA,MISSENYI,Kassambya,Mabuye,Kijuka,35314
21,KAGERA,MISSENYI,Kassambya,Mabuye,Kijuka,35314
22,KAGERA,MISSENYI,Minziro,Minziro,"Mulungu ""A""",35315
23,KAGERA,MISSENYI,Minziro,Minziro,"Mulungu ""B""",35315
24,KAGERA,MISSENYI,Minziro,Minziro,Gera,35315
25,KAGERA,MISSENYI,Minziro,Minziro,"Nyakahanga ""A""",35315
26,KAGERA,MISSENYI,Minziro,Minziro,"Nyakahanga ""B""",35315
27,KAGERA,MISSENYI,Minziro,Kalagara,Kagugu,35315
28,KAGERA,MISSENYI,Minziro,Kalagara,Mitebi,35315
29,KAGERA,MISSENYI,Minziro,Kalagara,Nyakashenye,35315
30,KAGERA,MISSENYI,Minziro,Kalagara,Kayunga,35315
31,KAGERA,MISSENYI,Minziro,Kalagara,Bikunyu,35315
32,KAGERA,MISSENYI,Minziro,Kalagara,Ruhunga,35315
33,KAGERA,MISSENYI,Minziro,Kigazi,Kishomberwa,35315
34,KAGERA,MISSENYI,Minziro,Kigazi,Kyanumbu,35315
35,KAGERA,MISSENYI,Minziro,Kigazi,Kampangi,35315
36,KAGERA,MISSENYI,Minziro,Kigazi,Mugombe,35315
37,KAGERA,MISSENYI,Minziro,Kigazi,Bulembo,35315
38,KAGERA,MISSENYI,Minziro,Kigazi,Bilongo,35315
39,KAGERA,MISSENYI,Minziro,Kigazi,Kigazi,35315
40,KAGERA,MISSENYI,Nsunga,Byamutemba,Byamutemba,35316
0,KAGERA,MISSENYI,Nsunga,Byamutemba,Mgambaizi,35316
1,KAGERA,MISSENYI,Nsunga,Byamutemba,Kabwoba,35316
2,KAGERA,MISSENYI,Nsunga,Byamutemba,Kyampala,35316
3,KAGERA,MISSENYI,Nsunga,Byamutemba,Omurugando,35316
4,KAGERA,MISSENYI,Nsunga,Byamutemba,Miajwa,35316
5,KAGERA,MISSENYI,Nsunga,Igayaza,"Lukuba ""A""",35316
6,KAGERA,MISSENYI,Nsunga,Igayaza,"Lukuba ""B""",35316
7,KAGERA,MISSENYI,Nsunga,Igayaza,Kyambogo,35316
8,KAGERA,MISSENYI,Nsunga,Igayaza,Kigwanga,35316
9,KAGERA,MISSENYI,Nsunga,Igayaza,Kyarukurongo,35316
10,KAGERA,MISSENYI,Nsunga,Igayaza,"Lukuba ""C'",35316
11,KAGERA,MISSENYI,Nsunga,Igayaza,"Igayaza ""A""",35316
12,KAGERA,MISSENYI,Nsunga,Igayaza,"Igayaza ""B""",35316
13,KAGERA,MISSENYI,Nsunga,Ngando,Ngando,35316
14,KAGERA,MISSENYI,Nsunga,Ngando,Biterera,35316
15,KAGERA,MISSENYI,Nsunga,Ngando,Nkiro,35316
16,KAGERA,MISSENYI,Nsunga,Ngando,Kabagiro,35316
17,KAGERA,MISSENYI,Nsunga,Ngando,Ibanga,35316
18,KAGERA,MISSENYI,Kakunyu,Kakunyu,Kalola,35317
19,KAGERA,MISSENYI,Kakunyu,Kakunyu,Nsheshemi,35317
20,KAGERA,MISSENYI,Kakunyu,Kakunyu,Kitoboka,35317
21,KAGERA,MISSENYI,Kakunyu,Kakunyu,Kakunyu.,35317
22,KAGERA,MISSENYI,Kakunyu,Bubale,Rwenkura,35317
23,KAGERA,MISSENYI,Kakunyu,Bubale,Kazizi,35317
24,KAGERA,MISSENYI,Kakunyu,Bubale,Rukoma,35317
25,KAGERA,MISSENYI,Kakunyu,Bubale,Kaiheshero,35317
26,KAGERA,MISSENYI,Kakunyu,Bubale,Lyengoma,35317
27,KAGERA,MISSENYI,Kakunyu,Bubale,Bubale Kati,35317
28,KAGERA,MISSENYI,Kakunyu,Bubale,Angundu,35317
29,KAGERA,MISSENYI,Kakunyu,Bubale,Kisibo,35317
30,KAGERA,MISSENYI,Kakunyu,Bubale,Kakili,35317
31,KAGERA,MISSENYI,Kakunyu,Bugango,Bugango,35317
32,KAGERA,MISSENYI,Kakunyu,Bugango,Rwambogo,35317
33,KAGERA,MISSENYI,Kakunyu,Bugango,Lyakateba,35317
34,KAGERA,MISSENYI,Kakunyu,Bugango,Rwenkoma,35317
35,KAGERA,MISSENYI,Kakunyu,Bugango,Kikondo,35317
36,KAGERA,MISSENYI,Kakunyu,Bwenkoma,Rwengiri,35317
37,KAGERA,MISSENYI,Kakunyu,Bwenkoma,Bwenkoma,35317
38,KAGERA,MISSENYI,Kakunyu,Bwenkoma,Rwempumu,35317
39,KAGERA,MISSENYI,Mushasha,Mushasha,Nyamilima,35318
40,KAGERA,MISSENYI,Mushasha,Mushasha,Mushasha,35318
0,KAGERA,MISSENYI,Mushasha,Mushasha,Nshegenya,35318
1,KAGERA,MISSENYI,Mushasha,Mushasha,Bulinda,35318
2,KAGERA,MISSENYI,Mushasha,Mushasha,Malenge,35318
3,KAGERA,MISSENYI,Mushasha,Mushasha,Kajunguti,35318
4,KAGERA,MISSENYI,Mushasha,Bulembo,Kyanyalwekula,35318
5,KAGERA,MISSENYI,Mushasha,Bulembo,Omubulongo,35318
6,KAGERA,MISSENYI,Mushasha,Bulembo,Migera,35318
7,KAGERA,MISSENYI,Mushasha,Bulembo,Kibale,35318
8,KAGERA,MISSENYI,Mushasha,Bulembo,Nyakashenye,35318
9,KAGERA,MISSENYI,Mushasha,Bulembo,Rugongo,35318
10,KAGERA,MISSENYI,Mushasha,Bulembo,Lyebitoju,35318
11,KAGERA,MISSENYI,Mushasha,Bulembo,Bushelegenyi,35318
12,KAGERA,MISSENYI,Mabale,Nyankere,Mtakuja,35319
13,KAGERA,MISSENYI,Mabale,Nyankere,Kigarama,35319
14,KAGERA,MISSENYI,Mabale,Nyankere,Butulage,35319
15,KAGERA,MISSENYI,Mabale,Mabale,Machumilo,35319
16,KAGERA,MISSENYI,Mabale,Mabale,Katwegili,35319
17,KAGERA,MISSENYI,Mabale,Mabale,Nyamilembe,35319
18,KAGERA,MISSENYI,Mabale,Mabale,Kachongo,35319
19,KAGERA,MISSENYI,Mabale,Mabale,Rwoga,35319
20,KAGERA,MISSENYI,Mabale,Kibeo,"Kihumulo ""A""",35319
21,KAGERA,MISSENYI,Mabale,Kibeo,"Kihumulo ""B""",35319
22,KAGERA,MISSENYI,Mabale,Kibeo,Nyamilembe,35319
23,KAGERA,MISSENYI,Mutukula,Mutukula,Katebe,35320
24,KAGERA,MISSENYI,Mutukula,Mutukula,Kasharu,35320
25,KAGERA,MISSENYI,Mutukula,Mutukula,Mutukula,35320
26,KAGERA,MISSENYI,Mutukula,Mutukula,Kyadimba,35320
27,KAGERA,MISSENYI,Mutukula,Mutukula,Chetabule,35320
28,KAGERA,MISSENYI,Mutukula,Mutukula,Kayanga,35320
29,KAGERA,MISSENYI,Mutukula,Mutukula,Nyakera,35320
30,KAGERA,MISSENYI,Mutukula,Mutukula,Kabakesa,35320
31,KAGERA,MISSENYI,Mutukula,Byeju,Byeju,35320
32,KAGERA,MISSENYI,Mutukula,Byeju,Kikomo,35320
33,KAGERA,MISSENYI,Mutukula,Byeju,Kihumulo,35320
34,KAGERA,MISSENYI,Mutukula,Byeju,Kyakasiga  'A',35320
35,KAGERA,MISSENYI,Mutukula,Nkerenge,Nkerenge,35320
36,KAGERA,MISSENYI,Mutukula,Nkerenge,Kyakukaya,35320
37,KAGERA,MISSENYI,Mutukula,Nkerenge,Mabalegele,35320
38,KAGERA,MISSENYI,Mutukula,Nkerenge,Kachumbe,35320
39,KAGERA,KARAGWE,Ndama,Nyabwegira,Lukaka,35401
40,KAGERA,KARAGWE,Ndama,Nyabwegira,Nyakasambya,35401
0,KAGERA,KARAGWE,Ndama,Nyabwegira,Kilifunjo 'B',35401
1,KAGERA,KARAGWE,Ndama,Nyabwegira,Kilifunjo 'A',35401
2,KAGERA,KARAGWE,Ndama,Nyabwegira,Nyabwegira 'B',35401
3,KAGERA,KARAGWE,Ndama,Nyabwegira,Nyabwegira 'A',35401
4,KAGERA,KARAGWE,Ndama,Nyabwegira,Nyarubale,35401
5,KAGERA,KARAGWE,Ndama,Nyabwegira,Rwaitundu,35401
6,KAGERA,KARAGWE,Ndama,Kagutu,Mugutu A,35401
7,KAGERA,KARAGWE,Ndama,Kagutu,Mugutu B,35401
8,KAGERA,KARAGWE,Ndama,Kagutu,Kagando A,35401
9,KAGERA,KARAGWE,Ndama,Kagutu,Kagando B,35401
10,KAGERA,KARAGWE,Ndama,Kagutu,Omukashashabo,35401
11,KAGERA,KARAGWE,Ndama,Kagutu,Kagutu A,35401
12,KAGERA,KARAGWE,Ndama,Kagutu,Kagutu B,35401
13,KAGERA,KARAGWE,Ndama,Kagutu,Omukataba,35401
14,KAGERA,KARAGWE,Kayanga,Kagutu,Bomani,35402
15,KAGERA,KARAGWE,Kayanga,Kagutu,Rwambale,35402
16,KAGERA,KARAGWE,Kayanga,Kagutu,Kagururu,35402
17,KAGERA,KARAGWE,Kayanga,Kagutu,Miti,35402
18,KAGERA,KARAGWE,Kayanga,Kagutu,Rujebe 'A',35402
19,KAGERA,KARAGWE,Kayanga,Kagutu,Katoma- Ruzinga,35402
20,KAGERA,KARAGWE,Nyakahanga,Rwandaro,Rushanje,35403
21,KAGERA,KARAGWE,Nyakahanga,Rwandaro,Rwandaro,35403
22,KAGERA,KARAGWE,Nyakahanga,Rwandaro,Rwamkinya,35403
23,KAGERA,KARAGWE,Nyakahanga,Rwandaro,Chamyaga,35403
24,KAGERA,KARAGWE,Nyakahanga,Rwandaro,Omukibilizi,35403
25,KAGERA,KARAGWE,Nyakahanga,Rwandaro,Kitumbi,35403
26,KAGERA,KARAGWE,Nyakahanga,Rwandaro,Rwamugondo,35403
27,KAGERA,KARAGWE,Nyakahanga,Bisheshe,Chamugisha,35403
28,KAGERA,KARAGWE,Nyakahanga,Bisheshe,Bisheshe,35403
29,KAGERA,KARAGWE,Nyakahanga,Bisheshe,Omukashasha,35403
30,KAGERA,KARAGWE,Nyakahanga,Bisheshe,Katoma,35403
31,KAGERA,KARAGWE,Nyakahanga,Bisheshe,Rwanda,35403
32,KAGERA,KARAGWE,Nyakahanga,Bisheshe,Rubingo,35403
33,KAGERA,KARAGWE,Nyakahanga,Bisheshe,Nyamabale,35403
34,KAGERA,KARAGWE,Nyakahanga,Bisheshe,Nyakasheshe,35403
35,KAGERA,KARAGWE,Nyakahanga,Omurusimbi,Omukikunyu,35403
36,KAGERA,KARAGWE,Nyakahanga,Omurusimbi,Omurusimbi,35403
37,KAGERA,KARAGWE,Nyakahanga,Omurusimbi,Nyakaro,35403
38,KAGERA,KARAGWE,Nyakahanga,Omurusimbi,Bigoro,35403
39,KAGERA,KARAGWE,Nyakahanga,Omurusimbi,Chamatembwe,35403
40,KAGERA,KARAGWE,Nyakahanga,Kashanda,Nyabyondo,35403
0,KAGERA,KARAGWE,Nyakahanga,Kashanda,Rwensheke,35403
1,KAGERA,KARAGWE,Nyakahanga,Kashanda,Chelima,35403
2,KAGERA,KARAGWE,Nyakahanga,Kanogo,Omumageyo,35403
3,KAGERA,KARAGWE,Nyakahanga,Kanogo,Rwakihigwa,35403
4,KAGERA,KARAGWE,Nyakahanga,Kanogo,Kanogo,35403
5,KAGERA,KARAGWE,Nyakahanga,Kanogo,Rutete,35403
